size_mb,gc,x_organism_name,organism_groups,domain,kingdom,class,group,bio_sample,assembly
0.046739,65.3,Mycobacterium phage RhynO,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000914615.1
0.050781,65.7,Mycobacterium phage 32HC,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915655.1
0.056024,47.9,Rhizobium phage vB_RglS_P106B,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917175.1
0.271084,49.9,Erwinia phage Ea35-70,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000914635.1
0.053124,63.4,Mycobacterium phage 20ES,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916335.1
0.043153,38.9,Croceibacter phage P2559Y,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915675.1
0.047162,67.2,Mycobacterium phage Donovan,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917195.1
0.052963,63.2,Mycobacterium phage CRB1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000914655.1
0.038772,35.5,Bacillus phage phiCM3,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916355.1
0.051236,63.9,Mycobacterium phage BellusTerra,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915695.1
0.033525,65,Stenotrophomonas phage Smp131,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917355.1
0.041529,43.7,Vibrio phage PVA1,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000915635.1
0.173276,39.8,Enterobacter phage PG7,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000916315.1
0.057775,61.3,Mycobacterium phage Saal,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915735.1
0.043766,53.8,Klebsiella phage F19,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000916415.1
0.056789,62.1,Clavibacter phage CN1A,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000914735.1
0.015088,36.5,Lagenaria siceraria endornavirus-California,Viruses;dsRNA viruses;Endornaviridae,Viruses,dsRNA viruses,Endornaviridae,virus,,GCA_000918455.1
0.153158,68,Chimpanzee herpesvirus strain 105640,"Viruses;dsDNA viruses, no RNA stage;Herpesviridae",Viruses,"dsDNA viruses, no RNA stage",Herpesviridae,virus,,GCA_000918475.1
0.054791,49.4,Shewanella phage Spp001,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917215.2
0.05125,63.9,Mycobacterium phage Nyxis,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916375.1
0.04305,45.5,Acinetobacter phage IME_AB3,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915715.1
0.069099,57.5,Mycobacterium phage Oaker,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917235.1
0.053159,63.7,Mycobacterium phage Echild,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000914695.1
0.040692,34.6,Enterococcus phage IME-EF4,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916395.1
0.017869,28.9,Staphylococcus phage GRCS,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000914715.1
0.092417,29.6,Staphylococcus phage vB_SepS_SEP9,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915755.1
0.04224,66,Mycobacterium phage MichelleMyBell,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917275.1
0.070841,68.8,Mycobacterium phage JAMaL,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916435.1
0.071629,42.7,Shigella phage pSb-1,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000915775.1
0.075568,47,Erwinia phage Ea9-2,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000917295.1
0.052974,61.4,Mycobacterium phage EagleEye,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000914755.1
0.077837,46,Vibrio phage SHOU24,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915795.1
0.170438,39.4,Synechococcus phage S-MbCM100,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917315.1
0.072329,54.4,Achromobacter phage JWAlpha,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000914775.1
0.065108,59.7,Mycobacterium phage Nova,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_002601805.1
0.189311,40.5,Synechococcus phage ACG-2014h,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000918375.1
0.077792,37.8,Acinetobacter phage Presley,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000917335.1
0.068138,66.5,Mycobacterium phage KLucky39,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_002600325.1
0.040739,42.2,Acinetobacter phage Petty,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000916495.1
0.095705,62.7,Mycobacterium phage Adler,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918395.1
0.00383,47.765,Rhizoctonia solani dsRNA virus 2,Viruses;dsRNA viruses;Partitiviridae,Viruses,dsRNA viruses,Partitiviridae,virus,,GCA_000918495.1
0.15271,39.9,Mamestra brassicae multiple nucleopolyhedrovirus,"Viruses;dsDNA viruses, no RNA stage;Baculoviridae",Viruses,"dsDNA viruses, no RNA stage",Baculoviridae,virus,,GCA_000917455.1
0.035725,44.5,Psychrobacter phage Psymv2,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916615.1
0.040411,61.8,Ralstonia phage RSB2,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000918515.1
0.034553,64.8,Pseudomonas virus PA1KOR,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917475.1
0.052481,63.8,Mycobacterium phage Violet,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918535.1
0.069279,58.9,Mycobacterium virus Rumpelstiltskin,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917495.1
0.497513,29.9,Bacillus virus G,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917535.1
0.042594,66.1,Mycobacterium phage Redi,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916655.1
0.155586,64.7,Mycobacterium phage Pleione,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917515.1
0.051083,63.9,Mycobacterium phage Dreamboat,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917555.1
0.048984,66.7,Mycobacterium phage BigNuz,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919215.1
0.04165,66.8,Mycobacterium virus Liefie,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918575.1
0.070506,50.3,Mycobacterium phage Patience,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920075.1
0.053142,63.7,Mycobacterium virus Perseus,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919235.1
0.054411,61.2,Mycobacterium virus Drago,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918595.1
0.153882,64.8,Mycobacterium phage LinStu,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920095.1
0.157568,64.7,Mycobacterium phage Dandelion,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917595.1
0.053169,63.3,Mycobacterium phage Turbido,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919255.1
0.051308,63.7,Mycobacterium phage Wile,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918615.1
0.050844,64,Mycobacterium phage RidgeCB,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920115.1
0.053526,64.5,Mycobacterium phage Trixie,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917615.1
0.07626,63,Mycobacterium phage Lilac,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919275.1
0.062991,65.3,Mycobacterium virus Larva,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918635.1
0.05447,61,Mycobacterium virus Avani,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917635.1
0.06872,66.4,Mycobacterium phage Oline,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919295.1
0.053597,63.7,Mycobacterium virus Euphoria,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918655.1
0.043036,66.3,Mycobacterium phage Charlie,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920155.1
0.051421,63.8,Mycobacterium virus Doom,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919315.1
0.075772,56.7,Rhodococcus phage ReqiDocB7,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920175.1
0.106327,60.8,Mycobacterium phage Thibault,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919335.1
0.059231,67.1,Rhodococcus phage ReqiPine5,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918695.1
0.222006,42,Aeromonas phage PX29,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920195.1
0.053684,63.6,Mycobacterium phage Aeneas,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919355.1
0.076797,53.4,Rhodococcus phage ReqiPepy6,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918715.1
0.078064,53.3,Rhodococcus phage ReqiPoco6,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920215.1
0.059016,61.9,Mycobacterium virus SG4,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917715.1
0.068311,66.5,Mycobacterium phage JacAttac,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919375.1
0.071341,65.5,Mycobacterium virus Firecracker,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918735.1
0.151924,50.6,Cronobacter phage CR9,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920235.1
0.052288,61.4,Mycobacterium phage Blue7,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919395.1
0.052379,63.8,Mycobacterium virus Kugel,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918755.1
0.064613,66,Mycobacterium phage Dori,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920255.1
0.067949,67.5,Mycobacterium phage Gadjet,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917755.1
0.068494,66.5,Mycobacterium phage Vista,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919415.1
0.056461,61.6,Mycobacterium virus DeadP,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918775.1
0.04842,67.1,Mycobacterium virus Babsiella,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920275.1
0.053177,62.5,Mycobacterium virus Alma,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917775.1
0.04718,44,Escherichia phage EB49,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000914935.1
0.053003,63.6,Mycobacterium virus Bruns,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919435.1
0.110569,60.9,Mycobacterium virus Courthouse,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918795.1
0.051821,63.4,Mycobacterium virus BillKnuckles,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917795.1
0.038616,47.1,Yersinia phage Yep-phi,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000919455.1
0.154573,64.8,Mycobacterium phage MoMoMixon,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000918815.1
0.156646,64.7,Mycobacterium phage Nappy,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917815.1
0.168876,34.3,Bacillus phage vB_BanS-Tsamsa,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000915835.1
0.076184,42.4,Escherichia phage KBNP1711,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000917255.1
0.024043,45.6725,Bush viper reovirus,Viruses;dsRNA viruses;Reoviridae,Viruses,dsRNA viruses,Reoviridae,virus,,GCA_000919495.1
0.005016,42.2,Raccoon polyomavirus,"Viruses;dsDNA viruses, no RNA stage;Polyomaviridae",Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,virus,,GCA_000920375.1
0.008228,47.2,Canis familiaris papillomavirus 13,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000920395.1
0.15246,44.9,Salmonella phage vB_SalM_SJ2,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000917915.1
0.052136,63.6,Mycobacterium phage Alsfro,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919595.1
0.059254,62.8,Microbacterium phage vB_MoxS-ISF9,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917955.1
0.066316,43.7,Vibrio phage CHOED,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000918975.1
0.055098,44.9,Pectobacterium phage PM1,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920475.1
0.001379,40.4,Andrographis yellow vein leaf curl betasatellite,Viruses;Satellites;Tolecusatellitidae,Viruses,Satellites,Tolecusatellitidae,virus,,GCA_000920515.2
0.008194,42.8,Enhydra lutris papillomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000919095.1
0.007637,49.5,Pygoscelis adeliae papillomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000920595.1
0.007314,38.2,Human papillomavirus 178,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000918095.1
0.007256,48.6,Rupicapra rupicapra papillomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000919755.1
0.001344,37.8,Malvastrum leaf curl Guangdong betasatellite,Viruses;Satellites;Tolecusatellitidae,Viruses,Satellites,Tolecusatellitidae,virus,,GCA_000918115.1
0.080382,35.2,Bacillus phage Slash,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000913795.1
0.154701,45.6,Salmonella phage Maynard,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000911335.1
0.045798,39.1,Brevibacillus phage Davies,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000914135.1
0.059672,66.6,Mycobacterium phage BarrelRoll,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918555.1
0.057387,61.4,Mycobacterium virus GUmbie,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920135.1
0.069641,68.6,Mycobacterium phage Stinger,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918675.1
0.053137,63.6,Mycobacterium phage SkiPole,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917675.1
0.060588,68.4,Mycobacterium phage DS6A,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000917695.1
0.051797,64,Mycobacterium phage Obama12,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000916475.1
0.068711,67.5,Mycobacterium phage Akoma,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920295.1
0.007801,43.6,Banana streak VN virus,Viruses;Retro-transcribing viruses;Caulimoviridae,Viruses,Retro-transcribing viruses,Caulimoviridae,virus,,GCA_000859245.1
0.007596,47,Saimiri sciureus papillomavirus 1,"Viruses;dsDNA viruses, no RNA stage;Papillomaviridae",Viruses,"dsDNA viruses, no RNA stage",Papillomaviridae,virus,,GCA_000916955.1
0.00765,42.7,Banana streak MY virus,Viruses;Retro-transcribing viruses;Caulimoviridae,Viruses,Retro-transcribing viruses,Caulimoviridae,virus,,GCA_000858465.1
0.005193,45.3,Leishmania aethiopica RNA virus,Viruses;dsRNA viruses;Totiviridae,Viruses,dsRNA viruses,Totiviridae,virus,,GCA_000918215.1
0.005108,39.3,New Jersey polyomavirus-2013,"Viruses;dsDNA viruses, no RNA stage;Polyomaviridae",Viruses,"dsDNA viruses, no RNA stage",Polyomaviridae,virus,,GCA_000922675.1
0.064113,60.3,Pseudomonas phage KPP25,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000918235.1
0.169148,37.6,Escherichia phage vB_EcoM_JS09,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000919915.2
0.16291,44.4,Salmonella phage vB_SalM_SJ3,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000922695.1
0.167266,41.7,Serratia phage PS2,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000920775.1
0.16847,35.3,Escherichia phage vB_EcoM_112,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000918255.1
0.13902,43.6,Escherichia phage FFH2,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000919935.1
0.054279,28.4,Clostridium phage CDMH1,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000922715.1
0.108483,39.2,Escherichia phage vB_EcoS_FFH1,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920795.1
0.072028,54.9,Pseudomonas phage vB_PaeP_C2-10_Ab09,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000918275.1
0.018899,31.1,Lactoccocus phage WP-2,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000919955.1
0.072583,42.9,Escherichia phage Bp4,"Viruses;dsDNA viruses, no RNA stage;Podoviridae",Viruses,"dsDNA viruses, no RNA stage",Podoviridae,virus,,GCA_000922735.2
0.056702,43.9,Enterobacteria phage 9g,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920815.1
0.053255,63.7,Mycobacterium phage Lamina13,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000918295.1
0.065243,63.4,Mycobacterium phage MosMoris,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919975.1
0.051378,63.9,Mycobacterium phage Kampy,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000922755.1
0.057315,68.5,Mycobacterium phage ZoeJ,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000920835.1
0.152778,39.8,Bacillus phage Bcp1,"Viruses;dsDNA viruses, no RNA stage;Myoviridae",Viruses,"dsDNA viruses, no RNA stage",Myoviridae,virus,,GCA_000918315.1
0.042392,66.2,Mycobacterium phage Bernal13,"Viruses;dsDNA viruses, no RNA stage;Siphoviridae",Viruses,"dsDNA viruses, no RNA stage",Siphoviridae,virus,,GCA_000919995.1
